股票代码,股票名称,涨跌字符串
sh600117,西宁特钢,010101110100101000101011101010010000110100101101001100011101
sh603226,菲林格尔,101010100011100010010110111110100011110100011010101000011011
sh688408,中信博,010001101000001010000110101110000000000101110101001010011101
sh600089,特变电工,001101100001000100000110101110110100000101100101101100011101
sh603755,日辰股份,010101111101101001001111100000011001110011100001001010011001
sh688239,航宇科技,000100111000101000001011101000101101100110110101100110011101
sh688520,神州细胞,011101111100111101011000100010101100010101011110110010011011
sh603058,永吉股份,010100111010101100001111100010111000110101101101001000111001
sh603122,合富中国,010100111110101000001111100000101000110101101100100000011001
sh600758,辽宁能源,010100101100101100100011100001010100110101101101001100011001
sh605168,三人行,001100111100101010111110101010111000100101110101101000011100
sh688401,路维光电,111000111111101101010010101000011001100111010001000110111111
sh601880,辽港股份,011101100001001000000011000010010000000100001000000000010101
sh688627,精智达,111000111101101011011110100000110011110001111000001011111111
sh603005,晶方科技,100100101000011010101110101000111000100101111101001011011101
sh688013,天臣医疗,111001100011101011001111100001111000110111111010101010010011
sh600392,盛和资源,010001110100001110111010101011001000100101110001001000011101
sh603056,德邦股份,001101111000111000101011101010011110110100000100101000011001
sh601515,东峰集团,101101111110111100101100110010101100001101100101000000011111
sh600455,博通股份,011000111111110100001111110000001001110111011001100100011111
sh600405,动力源,001001101100101000001110101000111010100100110101000100111111
sh688699,明微电子,011001111001101100011010100000111010111101111101001110011101
sh600246,万通发展,110001111100101010001111110010111010100101100111011100010101
sh688507,索辰科技,001100111000101010011110101100111000100101110101001001011101
sh600715,文投控股,000010010001011010000110001000011000111001101100001000011001
sh605177,东亚药业,110000110110101110001111001001111000010101101110001000011001
sh603477,巨星农牧,011111110110001001101010100011011000110111101101000000001101
sh688045,必易微,111000101011101010001000101000111000111101011100001010011111
sh600283,钱江水利,110101101010010100110110111100011000010101100101000000111000
sh605117,德业股份,011000111101111111001010111000100000000100110101000000111101
sh600119,长江投资,011101111100001100101010101010010100110111011001101000111101
sh600619,海立股份,110000111100101111100111100000111000110101110101001110011101
sh603569,长久物流,010111111001101100101010000010001000111101001101001100111101
sh600620,天宸股份,000100110110101100000111101011010000110101101101001100011001
sh601877,正泰电器,010100111100111111101000110100000010000101101101110010111001
sh600380,健康元,010100100100111101011010110100101100010111101110100000011001
sh603339,XD四方科,011000110010101110101010100010011000111101001000101000011101
sh601216,君正集团,011101111100111000101010000010101000000101110000101000011111
sh600076,康欣新材,010101111100111101101111101010011000110101101101001000011111
sh688616,XD西力科,010001101000011010001010100000111000110101111110000010011001
sh605081,*ST太和,011100000011001011111111110010011110100010101001001000011001
sh688376,美埃科技,110001101001100110001110101000010000011100100101001000111001
sh600793,宜宾纸业,011101111100111011101111100110111110100001100101001000011001
sh603391,力聚热能,011101110101011010100101100101101011110111111111101110111101
sh688210,统联精密,111000111000111110110110101110100000000101111100101110011100
sh688515,裕太微-U,110100111110111010011010000100101000101101011001000111010101
sh603989,XD艾华集,110000101000111110101110101100101000100101110100001010011101
sh600327,XD大东方,010101110100111100001011100000111000111101100101101000011111
sh603194,中力股份,101000111011011010001110101000001000101110100100111110111001
sh688113,联测科技,110000101010101000010110101010111001110101111000000110011100
sh688270,臻镭科技,111001111011101100001110101000010000111101010100011001011101
sh603097,江苏华辰,110001101010101010101110001100001000111110111101101100111001
sh600051,宁波联合,010100101110101111000010100010111000110101111101001000111001
sh600302,标准股份,110000111110111010001110110001011000110101111100110011011011
sh600551,时代出版,010101110001010100011000100000011110001100010100001000010111
sh601615,明阳智能,001101100100111111110011001010100100000111101101001110011101
sh603031,安孚科技,111100101010011110101100101000111100001100111110100011111101
sh600935,华塑股份,010101111111101010001010100110110000010101111101101110010001
sh688391,钜泉科技,011001111000101000001110101000111100011101111100101110011001
sh600495,晋西车轴,000101111100111110001011101000110110011011000110001000011101
sh603187,海容冷链,011000110110111110101001100001101000111101110100001100111101
sh600862,XD中航高,010001101100101000101111101010010010000110010101010110011101
sh688530,欧莱新材,010001111000101100001110101000101000100101110101101011011001
sh688325,赛微微电,101001101000101101001110001000111000100101111101101010011101
sh605589,圣泉集团,101000101010101010101110010010111100001110110100001010011001
sh603270,金帝股份,001001111000001010101110101000100011100101110001001000011101
sh688287,*ST观典,111000111100001000000111111001010000110111010101111000111111
sh603788,宁波高发,101000111100111011001110101000101000000101111101101110011100
sh603551,奥普科技,111001111100100110101110111000111000011101101101101100111001
sh600059,古越龙山,011101110101101101101001100000111101110000100100001100111111
sh688600,皖仪科技,110101111011101101110011100010101001001001011110001000011001
sh603955,大千生态,001000111110011101010111101011011101010101100000100000000001
sh688231,隆达股份,011001111010101110011011101000111000100111011001101010011111
sh688548,广钢气体,110100101000101100100110001011000100010100010001001101110001
sh603091,众鑫股份,111100111010111110101001100010011001010011101111111010001011
sh603120,肯特催化,0100100001011101011100101110100101110001000111001
sh688156,路德环境,010101010110001100001011101000100000111101001111111010111100
sh600227,赤天化,010101000100101100001111101010011100010111111101111111010001
sh601225,陕西煤业,011101100111100101000000110011110101101110000101010100111001
sh688508,芯朋微,110101101011101000011110001000101010100101110100101110011101
sh603272,联翔股份,011000110000111010101110000001111000000111100000001000011001
sh603408,建霖家居,111000110010110111001011101000101000001100101111000100011101
sh605080,浙江自然,001000101000101010110111101100100111101001100101100000011001
sh603079,圣达生物,010101110110001011011011010001111001110101100100100111111001
sh688177,百奥泰,011001111010001101011110100001111010010100101110100010010001
sh600210,紫江企业,101000101110111111101010101010001110101100100110001010011100
sh600463,空港股份,110100111000111100001111110001111000000101101111001000011001
sh601588,北辰实业,000101111100110101100111100010011000010101101101001010001101
sh603186,华正新材,101000101100111110110110000100101000100100111001101011011011
sh603203,快克智能,101000101010111110101110101000101000101100111001001010110111
sh600768,宁波富邦,010100111110111010111110100001100000010101101001001000011011
sh688147,微导纳米,000001101000101100101110001010110001000101110100010010111101
sh603236,移远通信,100000100010111010111110001010111010101101111001101111011101
sh600201,生物股份,010101111000101101101010101011111000110101000111100100011101
sh603282,亚光股份,011100111110100110001111111001111000110101001111100100111001
sh605011,杭州热电,110101110111101001100110111001001100110101100111001000011111
sh600933,爱柯迪,001000111000111011101110100000101000000100110001101110011101
sh688687,凯因科技,011001111100101100000110100001111100011101000100101000011101
sh603004,鼎龙科技,011000101010101111101011001000101001011101101110001000011001
sh603081,大丰实业,001001111000110010011010101000100000110101110101101000011101
sh603297,永新光学,000000111100101000100110101000110000101100110100111000011100
sh603206,嘉环科技,100001111010111110100110101000111000100100111100001100011111
sh601677,明泰铝业,010000100100111111100010101010010100001100100101100110011111
sh688137,近岸蛋白,110001110110111111000101101001101010010101100111101000110001
sh688656,浩欧博,111001011100101110010010110101101011011110100111100010010010
sh688218,江苏北人,001001111000011010101110101000111010100101010001001011011101
sh600673,东阳光,001001101010111010100110100010100010000101101001111111000011
sh688388,嘉元科技,110001101101101100101001001100100100110111000100000010111101
sh600217,中再资环,010101101110111100000111100010011100110100110001001100011101
